schemaVersion,recordType,source.name,source.url,content.entityName,content.data.employeeCount,content.data.industry,content.data.description,collectedAt
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/antirez,Antirez,1200,Bio-Medical & Scientific AI,Antirez is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.074773+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/handy-computer,Handy Computer,15,Generative AI & LLM Systems,Handy Computer is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.074785+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/gigant,Gigant,35,Autonomous Agents & Robotics,Gigant is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.074795+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/speechbrain,Speechbrain,50,Computer Vision & Multi-Modal AI,Speechbrain is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.074803+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Systran,Systran,85,AI Infrastructure & Developer Tooling,Systran is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.074812+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/vikhyatk,Vikhyatk,120,Speech & Audio Intelligence,Vikhyatk is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.074821+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/biohub,Biohub,250,AI Safety & Governance,Biohub is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.074830+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/StanfordAIMI,Stanfordaimi,450,Enterprise Search & Knowledge Graphs,Stanfordaimi is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.074839+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/ResembleAI,Resembleai,1200,Bio-Medical & Scientific AI,Resembleai is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.074849+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/comodoro,Comodoro,15,Generative AI & LLM Systems,Comodoro is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.074858+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/rhasspy,Rhasspy,35,Autonomous Agents & Robotics,Rhasspy is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.074870+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/anuragshas,Anuragshas,50,Computer Vision & Multi-Modal AI,Anuragshas is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.074896+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/iitolstykh,Iitolstykh,85,AI Infrastructure & Developer Tooling,Iitolstykh is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.074905+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Alibaba-NLP,Alibaba Nlp,120,Speech & Audio Intelligence,Alibaba Nlp is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.074915+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/peft-internal-testing,Peft Internal Testing,250,AI Safety & Governance,Peft Internal Testing is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.074926+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/KBLab,Kblab,450,Enterprise Search & Knowledge Graphs,Kblab is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.074936+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Khalsuu,Khalsuu,1200,Bio-Medical & Scientific AI,Khalsuu is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.074948+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/JonathanColetti,Jonathancoletti,15,Generative AI & LLM Systems,Jonathancoletti is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.074962+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/dima806,Dima806,35,Autonomous Agents & Robotics,Dima806 is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.074973+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/depth-anything,Depth Anything,50,Computer Vision & Multi-Modal AI,Depth Anything is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.074983+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/stabilityai,Stability AI,85,AI Infrastructure & Developer Tooling,Stabilityai is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.074992+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Kijai,Kijai,120,Speech & Audio Intelligence,Kijai is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.075005+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/prajjwal1,Prajjwal1,250,AI Safety & Governance,Prajjwal1 is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.075014+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/audeering,Audeering,450,Enterprise Search & Knowledge Graphs,Audeering is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.075044+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/kingabzpro,Kingabzpro,1200,Bio-Medical & Scientific AI,Kingabzpro is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.075054+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/RedHatAI,Redhatai,15,Generative AI & LLM Systems,Redhatai is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.075064+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/neuralmind,Neuralmind,35,Autonomous Agents & Robotics,Neuralmind is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.075073+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/WhereIsAI,Whereisai,50,Computer Vision & Multi-Modal AI,Whereisai is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.075082+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/cambridgeltl,Cambridgeltl,85,AI Infrastructure & Developer Tooling,Cambridgeltl is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.075094+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/rizvandwiki,Rizvandwiki,120,Speech & Audio Intelligence,Rizvandwiki is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.075103+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/dropbox-dash,Dropbox Dash,250,AI Safety & Governance,Dropbox Dash is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.075114+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/mudler,Mudler,450,Enterprise Search & Knowledge Graphs,Mudler is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.075122+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/IDEA-Research,Idea Research,1200,Bio-Medical & Scientific AI,Idea Research is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.075134+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/stable-diffusion-v1-5,Stable Diffusion V1 5,15,Generative AI & LLM Systems,Stable Diffusion V1 5 is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.075147+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/theainerd,Theainerd,35,Autonomous Agents & Robotics,Theainerd is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.075156+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/colbert-ir,Colbert Ir,50,Computer Vision & Multi-Modal AI,Colbert Ir is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.075164+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/airesearch,Airesearch,85,AI Infrastructure & Developer Tooling,Airesearch is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.075174+00:00
